,votes_dem,votes_gop,total_votes,per_dem,per_gop,diff,per_point_diff,state_abbr,county_name,combined_fips,,winner
465,1544,4353,6016,0.256648936,0.723570479,"2,809",46.69%,GA,Jasper ,13159,,TRUMP
466,901,4102,5089,0.177048536,0.80605227,"3,201",62.90%,GA,Jeff Davis ,13161,,TRUMP
467,3809,3057,6934,0.549322181,0.44087107,752,10.85%,GA,Jefferson ,13163,,CLINTON
468,1108,1892,3034,0.365194463,0.623599209,784,25.84%,GA,Jenkins ,13165,,TRUMP
469,1136,2519,3682,0.308527974,0.684139055,"1,383",37.56%,GA,Johnson ,13167,,TRUMP
470,3960,8304,12524,0.31619291,0.66304695,"4,344",34.69%,GA,Jones ,13169,,TRUMP
471,2267,5183,7575,0.299273927,0.684224422,"2,916",38.50%,GA,Lamar ,13171,,TRUMP
472,805,1984,2861,0.28137015,0.693463824,"1,179",41.21%,GA,Lanier ,13173,,TRUMP
473,6737,12401,19448,0.346410942,0.637649116,"5,664",29.12%,GA,Laurens ,13175,,TRUMP
474,3166,10641,14106,0.224443499,0.754359847,"7,475",52.99%,GA,Lee ,13177,,TRUMP
475,9531,6125,16082,0.592650168,0.380860589,"3,406",21.18%,GA,Liberty ,13179,,CLINTON
476,1271,2759,4100,0.31,0.672926829,"1,488",36.29%,GA,Lincoln ,13181,,TRUMP
477,1356,2623,4109,0.330007301,0.638354831,"1,267",30.83%,GA,Long ,13183,,TRUMP
478,14614,21308,36813,0.396979328,0.578817266,"6,694",18.18%,GA,Lowndes ,13185,,TRUMP
479,2216,9613,12324,0.179811749,0.78002272,"7,397",60.02%,GA,Lumpkin ,13187,,TRUMP
480,2705,1540,4287,0.630977373,0.359225566,"1,165",27.18%,GA,Macon ,13193,,CLINTON
481,2423,9195,11945,0.202846379,0.76977815,"6,772",56.69%,GA,Madison ,13195,,TRUMP
482,1213,1921,3183,0.381087025,0.603518693,708,22.24%,GA,Marion ,13197,,TRUMP
483,3699,5432,9268,0.399115235,0.586102719,"1,733",18.70%,GA,McDuffie ,13189,,TRUMP
484,2298,3482,5893,0.389954183,0.590870524,"1,184",20.09%,GA,McIntosh ,13191,,TRUMP
485,3800,5216,9181,0.413898268,0.568129833,"1,416",15.42%,GA,Meriwether ,13199,,TRUMP
486,622,1888,2540,0.24488189,0.743307087,"1,266",49.84%,GA,Miller ,13201,,TRUMP
487,3492,4272,7857,0.444444444,0.543718977,780,9.93%,GA,Mitchell ,13205,,TRUMP
488,3570,8821,12675,0.281656805,0.695936884,"5,251",41.43%,GA,Monroe ,13207,,TRUMP
489,847,2668,3560,0.237921348,0.749438202,"1,821",51.15%,GA,Montgomery ,13209,,TRUMP
490,2658,6559,9435,0.281717011,0.69517753,"3,901",41.35%,GA,Morgan ,13211,,TRUMP
491,1799,10340,12422,0.1448237,0.832394139,"8,541",68.76%,GA,Murray ,13213,,TRUMP
492,39602,26901,68320,0.579654567,0.39375,"12,701",18.59%,GA,Muscogee ,13215,,CLINTON
493,21936,20907,43787,0.500970608,0.477470482,"1,029",2.35%,GA,Newton ,13217,,CLINTON
494,5253,12885,19030,0.276037835,0.677088807,"7,632",40.11%,GA,Oconee ,13219,,TRUMP
495,1829,4622,6650,0.275037594,0.695037594,"2,793",42.00%,GA,Oglethorpe ,13221,,TRUMP
496,18004,44646,64601,0.278695376,0.691103853,"26,642",41.24%,GA,Paulding ,13223,,TRUMP
497,5083,5405,10699,0.47509113,0.505187401,322,3.01%,GA,Peach ,13225,,TRUMP
498,1977,11651,13982,0.141396081,0.833285653,"9,674",69.19%,GA,Pickens ,13227,,TRUMP
499,903,6301,7297,0.123749486,0.86350555,"5,398",73.98%,GA,Pierce ,13229,,TRUMP
500,1239,7273,8675,0.142824207,0.838386167,"6,034",69.56%,GA,Pike ,13231,,TRUMP
501,2863,11006,14158,0.202217827,0.777369685,"8,143",57.52%,GA,Polk ,13233,,TRUMP
502,1104,2436,3598,0.306837132,0.677042802,"1,332",37.02%,GA,Pulaski ,13235,,TRUMP
503,2745,6516,9431,0.291061393,0.690912947,"3,771",39.99%,GA,Putnam ,13237,,TRUMP
504,461,575,1044,0.441570881,0.550766284,114,10.92%,GA,Quitman ,13239,,TRUMP
505,1443,6287,7949,0.181532268,0.790917096,"4,844",60.94%,GA,Rabun ,13241,,TRUMP
506,1597,1270,2895,0.55164076,0.438687392,327,11.30%,GA,Randolph ,13243,,CLINTON
507,48707,24441,74952,0.649842566,0.326088697,"24,266",32.38%,GA,Richmond ,13245,,CLINTON
508,23206,13463,37589,0.617361462,0.358163292,"9,743",25.92%,GA,Rockdale ,13247,,CLINTON
509,401,1472,1909,0.210057622,0.771084337,"1,071",56.10%,GA,Schley ,13249,,TRUMP
510,2300,3305,5699,0.403579575,0.579926303,"1,005",17.63%,GA,Screven ,13251,,TRUMP
511,1186,2343,3577,0.331562762,0.655018172,"1,157",32.35%,GA,Seminole ,13253,,TRUMP
512,9347,15636,25940,0.360331534,0.602775636,"6,289",24.24%,GA,Spalding ,13255,,TRUMP
513,1835,7682,9760,0.188012295,0.787090164,"5,847",59.91%,GA,Stephens ,13257,,TRUMP
514,1220,805,2053,0.594252314,0.392109109,415,20.21%,GA,Stewart ,13259,,CLINTON
515,5520,5275,10973,0.503052948,0.480725417,245,2.23%,GA,Sumter ,13261,,CLINTON
516,2001,1196,3243,0.617021277,0.368794326,805,24.82%,GA,Talbot ,13263,,CLINTON
517,545,349,897,0.607580825,0.389074693,196,21.85%,GA,Taliaferro ,13265,,CLINTON
518,1678,5092,6879,0.243930804,0.74022387,"3,414",49.63%,GA,Tattnall ,13267,,TRUMP
519,1295,2062,3402,0.380658436,0.606114051,767,22.55%,GA,Taylor ,13269,,TRUMP
520,1313,2449,3794,0.346072746,0.645492884,"1,136",29.94%,GA,Telfair ,13271,,TRUMP
521,2267,1872,4179,0.542474276,0.447954056,395,9.45%,GA,Terrell ,13273,,CLINTON
522,7138,11225,18730,0.38109984,0.599305926,"4,087",21.82%,GA,Thomas ,13275,,TRUMP
523,3892,8680,12796,0.304157549,0.67833698,"4,788",37.42%,GA,Tift ,13277,,TRUMP
524,2338,6612,9108,0.256697409,0.725955204,"4,274",46.93%,GA,Toombs ,13279,,TRUMP
525,1206,5377,6726,0.179304193,0.799435028,"4,171",62.01%,GA,Towns ,13281,,TRUMP
526,860,1808,2700,0.318518519,0.66962963,948,35.11%,GA,Treutlen ,13283,,TRUMP
527,9597,15643,25793,0.372077695,0.606482379,"6,046",23.44%,GA,Troup ,13285,,TRUMP
528,1243,2094,3390,0.366666667,0.617699115,851,25.10%,GA,Turner ,13287,,TRUMP
